,team1,home_away,team2,week,Game_Number,win1?,OT,points_1,points_2,point_differential,combined_points,spread,team1_covered_spread?,over_under,over_under_result?,pass_completions1,pass_attempts1,completion_percentage1,passing_yards1,passing_touchdowns1,interceptions1,times_sacked1,sack_yards_lost1,qbr1,rushing_attempts1,rushing_yards1,rushing_yards_per_attempt1,rushing_touchdowns1,total_yards1,offensive_plays1,yards_per_play_offense1,defensive_plays1,yards_allowed_per_defensive_play1,turnovers_lost1,time_of_possession1,pass_completions2,pass_attempts2,completion_percentage2,passing_yards2,passing_touchdowns2,interceptions2,times_sacked2,sack_yards_lost2,qbr2,rushing_attempts2,rushing_yards2,rushing_yards_per_attempt2,rushing_touchdowns2,total_yards2,turnovers2,penalty_yards1,penalty_yards2,Total_TD1,XPA_1,XPM_1,FGA1,FGM1,Sfty1,Total_TD2,XPA2,XPM2,FGA2,FGM2,Sfty2,game_date_time,time_of_possession2,team2_covered_spread?,offensive_plays2,yards_per_play_offense2,defensive_plays2,yards_allowed_per_defensive_play2,passing_yards_per_attempt1,passing_yards_per_attempt2
28,CAR,Away,IND,16.0,15.0,-1.0,0.0,6.0,38.0,-32.0,44.0,7.5,0.0,46.0,-1.0,28.0,45.0,62.2,199.0,0.0,3.0,5.0,37.0,44.6,21.0,87.0,4.14,0.0,286.0,71.0,4.0282,62.0,5.2258,3.0,0.5391666666666667,14.0,27.0,51.9,106.0,0.0,0.0,3.0,13.0,61.7,32.0,218.0,6.81,3.0,324.0,0.0,46.0,0.0,0.0,0.0,0.0,2.0,2.0,0.0,5.0,5.0,5.0,1.0,1.0,0.0,2019-12-22 01:00:00,0.4608333333333333,1.0,62.0,5.225806451612903,71.0,4.028169014084507,4.4222222222222225,3.925925925925926
29,CHI,Home,KAN,16.0,15.0,-1.0,0.0,3.0,26.0,-23.0,29.0,6.5,0.0,45.5,-1.0,18.0,34.0,52.9,133.0,0.0,0.0,3.0,24.0,62.5,22.0,101.0,4.59,0.0,234.0,59.0,3.9661,63.0,5.5556,0.0,0.44333333333333336,23.0,33.0,69.7,244.0,2.0,0.0,1.0,7.0,111.2,29.0,106.0,3.66,1.0,350.0,0.0,50.0,71.0,0.0,0.0,0.0,1.0,1.0,0.0,3.0,3.0,2.0,2.0,2.0,0.0,2019-12-22 08:20:00,0.5566666666666666,1.0,63.0,5.555555555555555,59.0,3.9661016949152543,3.911764705882353,7.393939393939394
30,CLE,Home,BAL,16.0,15.0,-1.0,0.0,15.0,31.0,-16.0,46.0,9.5,0.0,48.5,-1.0,20.0,33.0,60.6,184.0,2.0,1.0,1.0,8.0,83.4,19.0,57.0,3.0,0.0,241.0,53.0,4.5472,71.0,6.7746,1.0,0.4280555555555556,20.0,31.0,64.5,238.0,3.0,0.0,0.0,0.0,120.1,40.0,243.0,6.08,1.0,481.0,1.0,62.0,50.0,2.0,1.0,0.0,1.0,1.0,0.0,4.0,4.0,4.0,1.0,1.0,0.0,2019-12-22 01:00:00,0.5719444444444444,1.0,71.0,6.774647887323944,53.0,4.547169811320755,5.575757575757576,7.67741935483871
31,ARI,Away,SEA,16.0,15.0,1.0,0.0,27.0,13.0,14.0,40.0,8.0,1.0,51.0,-1.0,15.0,27.0,55.6,159.0,1.0,0.0,2.0,8.0,85.3,40.0,253.0,6.33,2.0,412.0,69.0,5.971,56.0,4.0,0.0,0.5813888888888888,16.0,31.0,51.6,133.0,1.0,0.0,5.0,36.0,73.7,20.0,91.0,4.55,0.0,224.0,1.0,47.0,55.0,3.0,3.0,3.0,3.0,2.0,0.0,1.0,1.0,1.0,2.0,2.0,0.0,2019-12-22 04:25:00,0.41861111111111116,0.0,56.0,4.0,69.0,5.971014492753623,5.888888888888889,4.290322580645161
32,DET,Away,DEN,16.0,15.0,-1.0,0.0,17.0,27.0,-10.0,44.0,9.5,0.0,40.0,1.0,12.0,24.0,50.0,95.0,1.0,0.0,4.0,22.0,74.1,21.0,96.0,4.57,0.0,191.0,49.0,3.898,67.0,5.194,0.0,0.3977777777777778,26.0,34.0,76.5,198.0,1.0,0.0,0.0,0.0,99.9,33.0,150.0,4.55,2.0,348.0,0.0,68.0,50.0,2.0,2.0,2.0,1.0,1.0,0.0,3.0,3.0,3.0,2.0,2.0,0.0,2019-12-22 04:05:00,0.6022222222222222,1.0,67.0,5.1940298507462686,49.0,3.8979591836734695,3.9583333333333335,5.823529411764706
33,JAX,Away,ATL,16.0,15.0,-1.0,0.0,12.0,24.0,-12.0,36.0,7.5,0.0,48.0,-1.0,14.0,32.0,43.8,173.0,1.0,0.0,3.0,15.0,71.5,24.0,115.0,4.79,0.0,288.0,59.0,4.8814,73.0,7.0959,1.0,0.4480555555555556,32.0,45.0,71.1,383.0,1.0,2.0,1.0,1.0,85.7,27.0,135.0,5.0,2.0,518.0,2.0,36.0,64.0,1.0,0.0,0.0,2.0,2.0,0.0,3.0,3.0,3.0,2.0,1.0,0.0,2019-12-22 01:00:00,0.5519444444444443,1.0,73.0,7.095890410958904,59.0,4.88135593220339,5.40625,8.511111111111111
34,MIA,Home,CIN,16.0,15.0,1.0,1.0,38.0,35.0,3.0,73.0,1.5,1.0,46.0,1.0,31.0,52.0,59.6,406.0,4.0,1.0,2.0,13.0,101.9,34.0,96.0,2.82,1.0,502.0,88.0,5.7045,85.0,5.0588,1.0,0.6066666666666667,33.0,56.0,58.9,371.0,4.0,0.0,4.0,25.0,102.6,25.0,59.0,2.36,0.0,430.0,1.0,47.0,77.0,5.0,5.0,5.0,2.0,1.0,0.0,4.0,1.0,1.0,2.0,2.0,0.0,2019-12-22 01:00:00,0.3933333333333333,0.0,85.0,5.0588235294117645,88.0,5.704545454545454,7.8076923076923075,6.625
35,NYJ,Home,PIT,16.0,15.0,1.0,0.0,16.0,10.0,6.0,26.0,3.0,1.0,36.5,-1.0,16.0,26.0,61.5,174.0,1.0,0.0,2.0,9.0,94.1,32.0,85.0,2.66,0.0,259.0,60.0,4.3167,66.0,3.9394,1.0,0.47444444444444445,25.0,37.0,67.6,185.0,1.0,2.0,4.0,28.0,65.7,25.0,75.0,3.0,0.0,260.0,2.0,30.0,34.0,1.0,1.0,1.0,3.0,3.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2019-12-22 01:00:00,0.5255555555555556,0.0,66.0,3.9393939393939394,60.0,4.316666666666666,6.6923076923076925,5.0
36,TEN,Home,NOR,16.0,15.0,-1.0,0.0,28.0,38.0,-10.0,66.0,3.5,0.0,49.0,1.0,17.0,27.0,63.0,248.0,3.0,0.0,5.0,24.0,129.9,26.0,149.0,5.73,1.0,397.0,58.0,6.8448,66.0,5.7121,1.0,0.4822222222222222,28.0,40.0,70.0,275.0,3.0,0.0,3.0,24.0,114.1,23.0,102.0,4.43,2.0,377.0,0.0,56.0,70.0,4.0,4.0,4.0,0.0,0.0,0.0,5.0,5.0,5.0,1.0,1.0,0.0,2019-12-22 01:00:00,0.5177777777777778,1.0,66.0,5.712121212121212,58.0,6.844827586206897,9.185185185185185,6.875
37,PHI,Home,DAL,16.0,15.0,1.0,0.0,17.0,9.0,8.0,26.0,2.0,1.0,47.0,-1.0,31.0,40.0,77.5,313.0,1.0,0.0,1.0,6.0,107.6,30.0,118.0,3.93,1.0,431.0,71.0,6.0704,62.0,5.0161,0.0,0.6033333333333333,25.0,44.0,56.8,257.0,0.0,0.0,2.0,8.0,73.8,16.0,54.0,3.38,0.0,311.0,1.0,30.0,20.0,2.0,2.0,2.0,3.0,1.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,2019-12-22 04:25:00,0.3966666666666667,0.0,62.0,5.016129032258065,71.0,6.070422535211268,7.825,5.840909090909091
38,OAK,Away,LAC,16.0,15.0,1.0,0.0,24.0,17.0,7.0,41.0,7.5,1.0,45.0,-1.0,26.0,30.0,86.7,267.0,1.0,0.0,3.0,24.0,114.9,29.0,99.0,3.41,2.0,366.0,62.0,5.9032,56.0,5.0714,0.0,0.5566666666666668,27.0,39.0,69.2,265.0,0.0,0.0,1.0,14.0,88.1,16.0,19.0,1.19,2.0,284.0,0.0,47.0,15.0,3.0,3.0,3.0,1.0,1.0,0.0,2.0,2.0,2.0,1.0,1.0,0.0,2019-12-22 04:05:00,0.44333333333333325,0.0,56.0,5.071428571428571,62.0,5.903225806451613,8.9,6.794871794871795
39,WAS,Home,NYG,16.0,15.0,-1.0,1.0,35.0,41.0,-6.0,76.0,1.0,0.0,42.0,1.0,29.0,38.0,76.3,281.0,3.0,0.0,3.0,21.0,122.8,26.0,80.0,3.08,2.0,361.0,67.0,5.3881,69.0,8.0,0.0,0.5633333333333334,28.0,42.0,66.7,346.0,5.0,0.0,1.0,6.0,131.5,26.0,206.0,7.92,1.0,552.0,0.0,51.0,33.0,5.0,5.0,5.0,0.0,0.0,0.0,6.0,5.0,5.0,1.0,0.0,0.0,2019-12-22 01:00:00,0.43666666666666665,1.0,69.0,8.0,67.0,5.388059701492537,7.394736842105263,8.238095238095237
40,BUF,Away,NWE,16.0,15.0,-1.0,0.0,17.0,24.0,-7.0,41.0,7.0,0.0,38.5,1.0,13.0,26.0,50.0,176.0,2.0,0.0,4.0,32.0,97.6,23.0,92.0,4.0,0.0,268.0,53.0,5.0566,68.0,6.0882,0.0,0.3522222222222222,26.0,33.0,78.8,271.0,1.0,0.0,0.0,0.0,111.0,35.0,143.0,4.09,1.0,414.0,1.0,46.0,30.0,2.0,2.0,2.0,1.0,1.0,0.0,2.0,1.0,1.0,3.0,3.0,0.0,2019-12-21 04:30:00,0.6477777777777778,1.0,68.0,6.088235294117647,53.0,5.056603773584905,6.769230769230769,8.212121212121213
41,LAR,Away,SFO,16.0,15.0,-1.0,0.0,31.0,34.0,-3.0,65.0,7.0,1.0,45.5,1.0,27.0,46.0,58.7,323.0,2.0,1.0,0.0,0.0,85.7,24.0,72.0,3.0,2.0,395.0,70.0,5.6429,56.0,5.9643,1.0,0.5391666666666667,16.0,27.0,59.3,215.0,1.0,2.0,6.0,33.0,66.1,23.0,119.0,5.17,2.0,334.0,2.0,43.0,26.0,4.0,4.0,4.0,2.0,1.0,0.0,4.0,4.0,4.0,2.0,2.0,0.0,2019-12-21 08:15:00,0.4608333333333333,0.0,56.0,5.964285714285714,70.0,5.642857142857143,7.021739130434782,7.962962962962963
42,TAM,Home,HOU,16.0,15.0,-1.0,0.0,20.0,23.0,-3.0,43.0,3.0,0.0,50.0,-1.0,25.0,48.0,52.1,329.0,1.0,4.0,3.0,6.0,46.3,21.0,106.0,5.05,1.0,435.0,72.0,6.0417,63.0,3.6349,5.0,0.5077777777777778,19.0,32.0,59.4,161.0,0.0,1.0,5.0,23.0,59.5,26.0,68.0,2.62,1.0,229.0,2.0,45.0,35.0,2.0,2.0,2.0,3.0,2.0,0.0,2.0,2.0,2.0,3.0,3.0,0.0,2019-12-21 01:00:00,0.4922222222222222,1.0,63.0,3.634920634920635,72.0,6.041666666666667,6.854166666666667,5.03125
43,IND,Away,NOR,15.0,14.0,-1.0,0.0,7.0,34.0,-27.0,41.0,8.0,0.0,48.5,-1.0,18.0,34.0,52.9,159.0,0.0,0.0,1.0,6.0,65.7,17.0,46.0,2.71,1.0,205.0,52.0,3.9423,63.0,6.7302,0.0,0.3938888888888889,29.0,30.0,96.7,307.0,4.0,0.0,0.0,0.0,148.9,33.0,117.0,3.55,0.0,424.0,0.0,49.0,52.0,1.0,1.0,1.0,0.0,0.0,0.0,4.0,4.0,4.0,2.0,2.0,0.0,2019-12-16 08:15:00,0.606111111111111,1.0,63.0,6.73015873015873,52.0,3.9423076923076925,4.676470588235294,10.233333333333333
44,ATL,Away,SFO,15.0,14.0,1.0,0.0,29.0,22.0,7.0,51.0,10.5,1.0,50.0,1.0,25.0,39.0,64.1,201.0,2.0,0.0,2.0,9.0,94.1,20.0,89.0,4.45,1.0,290.0,61.0,4.7541,62.0,5.0484,1.0,0.4866666666666667,22.0,34.0,64.7,193.0,1.0,0.0,1.0,7.0,89.5,27.0,120.0,4.44,1.0,313.0,2.0,98.0,67.0,4.0,2.0,2.0,1.0,1.0,0.0,2.0,2.0,1.0,3.0,3.0,0.0,2019-12-15 04:25:00,0.5133333333333333,0.0,62.0,5.048387096774194,61.0,4.754098360655738,5.153846153846154,5.676470588235294
45,BUF,Away,PIT,15.0,14.0,1.0,0.0,17.0,10.0,7.0,27.0,1.0,1.0,37.0,-1.0,13.0,25.0,52.0,131.0,1.0,1.0,1.0,8.0,63.9,38.0,130.0,3.42,1.0,261.0,64.0,4.0781,56.0,4.0893,2.0,0.5388888888888889,23.0,38.0,60.5,178.0,1.0,4.0,4.0,24.0,41.2,14.0,51.0,3.64,0.0,229.0,5.0,70.0,30.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,1.0,0.0,2019-12-15 08:20:00,0.46111111111111114,0.0,56.0,4.089285714285714,64.0,4.078125,5.24,4.684210526315789
46,CAR,Home,SEA,15.0,14.0,-1.0,0.0,24.0,30.0,-6.0,54.0,6.0,0.0,48.5,1.0,25.0,42.0,59.5,269.0,1.0,3.0,1.0,8.0,56.5,29.0,145.0,5.0,2.0,414.0,72.0,5.75,63.0,6.7937,3.0,0.47833333333333333,20.0,27.0,74.1,274.0,2.0,1.0,2.0,12.0,115.4,34.0,154.0,4.53,2.0,428.0,1.0,15.0,40.0,3.0,3.0,3.0,1.0,1.0,0.0,4.0,4.0,3.0,1.0,1.0,0.0,2019-12-15 01:00:00,0.5216666666666667,1.0,63.0,6.7936507936507935,72.0,5.75,6.404761904761905,10.148148148148149
47,CHI,Away,GNB,15.0,14.0,-1.0,0.0,13.0,21.0,-8.0,34.0,4.0,0.0,40.0,-1.0,29.0,53.0,54.7,319.0,1.0,2.0,3.0,15.0,63.3,27.0,96.0,3.56,0.0,415.0,83.0,5.0,58.0,5.0345,3.0,0.5727777777777777,16.0,33.0,48.5,192.0,1.0,0.0,1.0,11.0,76.8,24.0,100.0,4.17,2.0,292.0,0.0,35.0,30.0,1.0,1.0,1.0,2.0,2.0,0.0,3.0,3.0,3.0,0.0,0.0,0.0,2019-12-15 01:00:00,0.4272222222222223,1.0,58.0,5.0344827586206895,83.0,5.0,6.018867924528302,5.818181818181818
48,CIN,Home,NWE,15.0,14.0,-1.0,0.0,13.0,34.0,-21.0,47.0,10.5,0.0,42.0,1.0,17.0,31.0,54.8,151.0,1.0,4.0,0.0,0.0,39.2,32.0,164.0,5.13,0.0,315.0,63.0,5.0,63.0,4.619,5.0,0.5475,15.0,29.0,51.7,116.0,2.0,0.0,2.0,12.0,84.8,32.0,175.0,5.47,1.0,291.0,0.0,25.0,30.0,1.0,1.0,1.0,2.0,2.0,0.0,4.0,4.0,4.0,2.0,2.0,0.0,2019-12-15 01:00:00,0.4525,1.0,63.0,4.619047619047619,63.0,5.0,4.870967741935484,4.0
49,ARI,Home,CLE,15.0,14.0,1.0,0.0,38.0,24.0,14.0,62.0,3.0,1.0,49.0,1.0,19.0,25.0,76.0,219.0,1.0,1.0,0.0,0.0,98.6,35.0,226.0,6.46,4.0,445.0,60.0,7.4167,67.0,5.8657,1.0,0.48638888888888887,30.0,43.0,69.8,241.0,2.0,1.0,1.0,6.0,89.4,23.0,152.0,6.61,1.0,393.0,2.0,34.0,55.0,5.0,5.0,5.0,1.0,1.0,0.0,3.0,3.0,3.0,2.0,1.0,0.0,2019-12-15 04:05:00,0.5136111111111111,0.0,67.0,5.865671641791045,60.0,7.416666666666667,8.76,5.604651162790698
50,DAL,Home,LAR,15.0,14.0,1.0,0.0,44.0,21.0,23.0,65.0,1.0,1.0,48.5,1.0,15.0,23.0,65.2,212.0,2.0,0.0,0.0,0.0,123.8,45.0,263.0,5.84,3.0,475.0,68.0,6.9853,68.0,4.25,0.0,0.6016666666666667,34.0,52.0,65.4,267.0,2.0,1.0,2.0,22.0,82.8,14.0,22.0,1.57,1.0,289.0,1.0,16.0,29.0,5.0,5.0,5.0,3.0,3.0,0.0,3.0,1.0,1.0,0.0,0.0,0.0,2019-12-15 04:25:00,0.3983333333333333,0.0,68.0,4.25,68.0,6.985294117647059,9.217391304347826,5.134615384615385
51,DEN,Away,KAN,15.0,14.0,-1.0,0.0,3.0,23.0,-20.0,26.0,10.0,0.0,43.0,-1.0,18.0,40.0,45.0,199.0,0.0,1.0,2.0,9.0,49.9,15.0,52.0,3.47,0.0,251.0,57.0,4.4035,62.0,6.7581,1.0,0.44083333333333335,27.0,34.0,79.4,327.0,2.0,1.0,3.0,13.0,114.1,25.0,92.0,3.68,0.0,419.0,1.0,72.0,45.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,0.0,0.0,3.0,3.0,0.0,2019-12-15 01:00:00,0.5591666666666666,1.0,62.0,6.758064516129032,57.0,4.4035087719298245,4.975,9.617647058823529
52,DET,Home,TAM,15.0,14.0,-1.0,0.0,17.0,38.0,-21.0,55.0,5.5,0.0,46.0,1.0,24.0,43.0,55.8,250.0,0.0,2.0,2.0,10.0,53.4,18.0,45.0,2.5,2.0,295.0,63.0,4.6825,73.0,6.7808,3.0,0.44472222222222224,28.0,42.0,66.7,446.0,4.0,1.0,2.0,12.0,123.7,29.0,49.0,1.69,0.0,495.0,1.0,10.0,70.0,2.0,2.0,2.0,1.0,1.0,0.0,5.0,5.0,5.0,2.0,1.0,0.0,2019-12-15 01:00:00,0.5552777777777778,1.0,73.0,6.780821917808219,63.0,4.682539682539683,5.813953488372093,10.619047619047619
53,HOU,Away,TEN,15.0,14.0,1.0,0.0,24.0,21.0,3.0,45.0,3.0,1.0,50.0,-1.0,19.0,27.0,70.4,234.0,2.0,2.0,1.0,9.0,90.7,35.0,140.0,4.0,1.0,374.0,63.0,5.9365,67.0,6.4478,2.0,0.5222222222222223,22.0,37.0,59.5,269.0,2.0,1.0,2.0,10.0,88.7,28.0,163.0,5.82,1.0,432.0,1.0,27.0,30.0,3.0,3.0,3.0,1.0,1.0,0.0,3.0,3.0,3.0,1.0,0.0,0.0,2019-12-15 01:00:00,0.47777777777777775,0.0,67.0,6.447761194029851,63.0,5.936507936507937,8.666666666666666,7.27027027027027
54,JAX,Away,OAK,15.0,14.0,1.0,0.0,20.0,16.0,4.0,36.0,7.0,1.0,47.0,-1.0,17.0,29.0,58.6,185.0,2.0,0.0,2.0,16.0,100.5,22.0,77.0,3.5,0.0,262.0,53.0,4.9434,72.0,5.0556,0.0,0.43,22.0,36.0,61.1,236.0,1.0,0.0,4.0,31.0,89.6,32.0,128.0,4.0,0.0,364.0,0.0,87.0,51.0,2.0,2.0,2.0,2.0,2.0,0.0,1.0,1.0,1.0,4.0,3.0,0.0,2019-12-15 04:05:00,0.5700000000000001,0.0,72.0,5.055555555555555,53.0,4.943396226415095,6.379310344827586,6.555555555555555
55,MIA,Away,NYG,15.0,14.0,-1.0,0.0,20.0,36.0,-16.0,56.0,3.5,0.0,47.0,1.0,23.0,41.0,56.1,262.0,2.0,0.0,3.0,17.0,91.7,25.0,122.0,4.88,0.0,384.0,69.0,5.5652,63.0,6.5397,1.0,0.4813888888888889,21.0,29.0,72.4,274.0,2.0,3.0,1.0,10.0,85.2,33.0,138.0,4.18,3.0,412.0,3.0,42.0,32.0,2.0,2.0,2.0,3.0,2.0,0.0,5.0,5.0,4.0,0.0,0.0,1.0,2019-12-15 01:00:00,0.5186111111111111,1.0,63.0,6.5396825396825395,69.0,5.565217391304348,6.390243902439025,9.448275862068966
56,LAC,Home,MIN,15.0,14.0,-1.0,0.0,10.0,39.0,-29.0,49.0,1.0,0.0,45.0,1.0,28.0,39.0,71.8,283.0,1.0,3.0,3.0,24.0,68.6,19.0,62.0,3.26,0.0,345.0,61.0,5.6557,62.0,5.5484,7.0,0.4608333333333333,19.0,25.0,76.0,207.0,1.0,1.0,0.0,0.0,96.6,37.0,137.0,3.7,2.0,344.0,1.0,48.0,41.0,1.0,1.0,1.0,1.0,1.0,0.0,4.0,4.0,3.0,4.0,4.0,0.0,2019-12-15 04:05:00,0.5391666666666667,1.0,62.0,5.548387096774194,61.0,5.655737704918033,7.256410256410256,8.28
57,WAS,Home,PHI,15.0,14.0,-1.0,0.0,27.0,37.0,-10.0,64.0,7.0,0.0,38.0,1.0,19.0,28.0,67.9,251.0,2.0,0.0,1.0,10.0,119.8,22.0,101.0,4.59,1.0,352.0,51.0,6.902,73.0,5.6849,1.0,0.3841666666666667,30.0,43.0,69.8,258.0,3.0,0.0,2.0,8.0,108.5,28.0,157.0,5.61,1.0,415.0,1.0,60.0,54.0,3.0,3.0,3.0,2.0,2.0,0.0,5.0,4.0,4.0,1.0,1.0,0.0,2019-12-15 01:00:00,0.6158333333333332,1.0,73.0,5.684931506849315,51.0,6.901960784313726,8.964285714285714,6.0
58,NYJ,Away,BAL,15.0,14.0,-1.0,0.0,21.0,42.0,-21.0,63.0,17.0,0.0,44.0,1.0,18.0,32.0,56.3,207.0,2.0,1.0,1.0,11.0,83.7,24.0,103.0,4.29,0.0,310.0,57.0,5.4386,59.0,7.2881,2.0,0.4727777777777778,15.0,24.0,62.5,212.0,5.0,0.0,1.0,0.0,130.6,34.0,218.0,6.41,1.0,430.0,0.0,94.0,35.0,3.0,2.0,1.0,1.0,0.0,0.0,6.0,5.0,4.0,0.0,0.0,0.0,2019-12-12 08:20:00,0.5272222222222223,1.0,59.0,7.288135593220339,57.0,5.43859649122807,6.46875,8.833333333333334
59,NYG,Away,PHI,14.0,13.0,-1.0,1.0,17.0,23.0,-6.0,40.0,9.5,1.0,45.5,-1.0,15.0,30.0,50.0,182.0,2.0,0.0,2.0,21.0,91.2,20.0,73.0,3.65,0.0,255.0,52.0,4.9038,85.0,4.9176,0.0,0.3663888888888889,33.0,50.0,66.0,300.0,2.0,0.0,3.0,25.0,95.4,32.0,118.0,3.69,1.0,418.0,1.0,54.0,30.0,2.0,2.0,2.0,1.0,1.0,0.0,3.0,2.0,2.0,2.0,1.0,0.0,2019-12-09 08:15:00,0.6336111111111111,0.0,85.0,4.91764705882353,52.0,4.903846153846154,6.066666666666666,6.0
60,BUF,Home,BAL,14.0,13.0,-1.0,0.0,17.0,24.0,-7.0,41.0,6.5,0.0,44.0,-1.0,17.0,39.0,43.6,105.0,1.0,0.0,6.0,41.0,59.5,23.0,104.0,4.52,0.0,209.0,68.0,3.0735,59.0,4.3559,1.0,0.45305555555555554,16.0,25.0,64.0,139.0,3.0,1.0,1.0,6.0,101.5,33.0,118.0,3.58,0.0,257.0,1.0,49.0,99.0,1.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,3.0,1.0,1.0,0.0,2019-12-08 01:00:00,0.5469444444444445,1.0,59.0,4.3559322033898304,68.0,3.073529411764706,2.6923076923076925,5.56
61,CAR,Away,ATL,14.0,13.0,-1.0,0.0,20.0,40.0,-20.0,60.0,3.5,0.0,48.0,1.0,28.0,41.0,68.3,245.0,1.0,2.0,5.0,48.0,71.7,22.0,100.0,4.55,1.0,345.0,68.0,5.0735,67.0,6.8806,4.0,0.4711111111111111,20.0,34.0,58.8,302.0,2.0,0.0,1.0,11.0,107.7,32.0,159.0,4.97,2.0,461.0,0.0,44.0,58.0,2.0,2.0,2.0,2.0,2.0,0.0,4.0,4.0,4.0,4.0,4.0,0.0,2019-12-08 01:00:00,0.528888888888889,1.0,67.0,6.880597014925373,68.0,5.073529411764706,5.975609756097561,8.882352941176471
62,CIN,Away,CLE,14.0,13.0,-1.0,0.0,19.0,27.0,-8.0,46.0,6.5,0.0,43.0,1.0,23.0,39.0,59.0,272.0,0.0,1.0,2.0,16.0,69.6,31.0,179.0,5.77,1.0,451.0,72.0,6.2639,52.0,6.4038,1.0,0.5752777777777778,11.0,24.0,45.8,187.0,0.0,2.0,1.0,5.0,38.0,27.0,146.0,5.41,2.0,333.0,2.0,99.0,30.0,1.0,1.0,1.0,4.0,4.0,0.0,3.0,3.0,3.0,2.0,2.0,0.0,2019-12-08 01:00:00,0.4247222222222222,1.0,52.0,6.403846153846154,72.0,6.263888888888889,6.9743589743589745,7.791666666666667
63,IND,Away,TAM,14.0,13.0,-1.0,0.0,35.0,38.0,-3.0,73.0,3.0,0.0,46.5,1.0,19.0,36.0,52.8,243.0,2.0,0.0,1.0,8.0,92.7,22.0,66.0,3.0,1.0,309.0,59.0,5.2373,78.0,6.9487,1.0,0.4291666666666667,35.0,49.0,71.4,467.0,4.0,3.0,1.0,7.0,103.0,28.0,75.0,2.68,1.0,542.0,4.0,35.0,104.0,4.0,3.0,3.0,3.0,2.0,0.0,5.0,5.0,5.0,1.0,1.0,0.0,2019-12-08 01:00:00,0.5708333333333333,1.0,78.0,6.948717948717949,59.0,5.237288135593221,6.75,9.53061224489796
64,ARI,Home,PIT,14.0,13.0,-1.0,0.0,17.0,23.0,-6.0,40.0,2.5,0.0,43.5,-1.0,20.0,30.0,66.7,165.0,2.0,3.0,5.0,29.0,63.2,22.0,71.0,3.23,0.0,236.0,57.0,4.1404,57.0,4.8246,3.0,0.4683333333333333,16.0,19.0,84.2,135.0,1.0,0.0,3.0,17.0,113.8,35.0,140.0,4.0,0.0,275.0,2.0,75.0,20.0,2.0,2.0,2.0,1.0,1.0,0.0,2.0,2.0,2.0,3.0,3.0,0.0,2019-12-08 04:25:00,0.5316666666666667,1.0,57.0,4.824561403508772,57.0,4.140350877192983,5.5,7.105263157894737
65,DEN,Away,HOU,14.0,13.0,1.0,0.0,38.0,24.0,14.0,62.0,8.0,1.0,42.5,1.0,22.0,27.0,81.5,301.0,3.0,1.0,1.0,8.0,134.7,27.0,90.0,3.33,1.0,391.0,55.0,7.1091,75.0,5.52,1.0,0.5236111111111111,28.0,50.0,56.0,280.0,1.0,2.0,3.0,12.0,62.1,22.0,134.0,6.09,2.0,414.0,3.0,50.0,44.0,5.0,5.0,5.0,1.0,1.0,0.0,3.0,3.0,3.0,1.0,1.0,0.0,2019-12-08 01:00:00,0.47638888888888886,0.0,75.0,5.52,55.0,7.109090909090909,11.148148148148149,5.6
66,DET,Away,MIN,14.0,13.0,-1.0,0.0,7.0,20.0,-13.0,27.0,12.0,0.0,43.5,-1.0,24.0,40.0,60.0,161.0,1.0,2.0,5.0,44.0,56.4,22.0,70.0,3.18,0.0,231.0,67.0,3.4478,70.0,5.0571,2.0,0.4380555555555556,24.0,30.0,80.0,234.0,1.0,0.0,1.0,8.0,110.3,39.0,120.0,3.08,1.0,354.0,0.0,28.0,55.0,1.0,1.0,1.0,1.0,0.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2019-12-08 01:00:00,0.5619444444444444,1.0,70.0,5.057142857142857,67.0,3.4477611940298507,4.025,7.8
67,JAX,Home,LAC,14.0,13.0,-1.0,0.0,10.0,45.0,-35.0,55.0,3.5,0.0,42.0,1.0,25.0,38.0,65.8,164.0,1.0,0.0,2.0,7.0,83.7,23.0,88.0,3.83,0.0,252.0,63.0,4.0,58.0,9.0517,0.0,0.5102777777777778,19.0,27.0,70.4,330.0,4.0,0.0,1.0,10.0,151.2,30.0,195.0,6.5,2.0,525.0,0.0,101.0,65.0,1.0,1.0,1.0,1.0,1.0,0.0,6.0,6.0,6.0,1.0,1.0,0.0,2019-12-08 04:05:00,0.48972222222222217,1.0,58.0,9.051724137931034,63.0,4.0,4.315789473684211,12.222222222222221
