,team1,home_away,team2,week,Game_Number,win1?,OT,points_1,points_2,point_differential,combined_points,spread,team1_covered_spread?,over_under,over_under_result?,pass_completions1,pass_attempts1,completion_percentage1,passing_yards1,passing_touchdowns1,interceptions1,times_sacked1,sack_yards_lost1,qbr1,rushing_attempts1,rushing_yards1,rushing_yards_per_attempt1,rushing_touchdowns1,total_yards1,offensive_plays1,yards_per_play_offense1,defensive_plays1,yards_allowed_per_defensive_play1,turnovers_lost1,time_of_possession1,pass_completions2,pass_attempts2,completion_percentage2,passing_yards2,passing_touchdowns2,interceptions2,times_sacked2,sack_yards_lost2,qbr2,rushing_attempts2,rushing_yards2,rushing_yards_per_attempt2,rushing_touchdowns2,total_yards2,turnovers2,penalty_yards1,penalty_yards2,Total_TD1,XPA_1,XPM_1,FGA1,FGM1,Sfty1,Total_TD2,XPA2,XPM2,FGA2,FGM2,Sfty2,game_date_time,time_of_possession2,team2_covered_spread?,offensive_plays2,yards_per_play_offense2,defensive_plays2,yards_allowed_per_defensive_play2,passing_yards_per_attempt1,passing_yards_per_attempt2
108,CIN,Away,OAK,11.0,10.0,-1.0,0.0,10.0,17.0,-7.0,27.0,13.0,1.0,48.0,-1.0,13.0,31.0,41.9,73.0,0.0,1.0,5.0,42.0,36.1,22.0,173.0,7.86,1.0,246.0,58.0,4.2414,66.0,5.8485,2.0,0.41055555555555556,25.0,29.0,86.2,273.0,1.0,1.0,3.0,19.0,103.0,34.0,113.0,3.32,1.0,386.0,2.0,40.0,42.0,1.0,1.0,1.0,2.0,1.0,0.0,2.0,2.0,2.0,1.0,1.0,0.0,2019-11-17 04:25:00,0.5894444444444444,0.0,66.0,5.848484848484849,58.0,4.241379310344827,2.3548387096774195,9.413793103448276
109,ARI,Away,SFO,11.0,11.0,-1.0,0.0,26.0,36.0,-10.0,62.0,10.0,0.0,44.0,1.0,24.0,33.0,72.7,131.0,2.0,0.0,4.0,19.0,99.4,25.0,135.0,5.4,1.0,266.0,62.0,4.2903,66.0,6.697,2.0,0.5230555555555556,34.0,45.0,75.6,408.0,4.0,2.0,2.0,16.0,113.9,19.0,34.0,1.79,0.0,442.0,2.0,104.0,127.0,3.0,3.0,2.0,2.0,2.0,0.0,5.0,3.0,3.0,1.0,1.0,0.0,2019-11-17 04:05:00,0.4769444444444444,1.0,66.0,6.696969696969697,62.0,4.290322580645161,3.9696969696969697,9.066666666666666
110,DEN,Away,MIN,11.0,10.0,-1.0,0.0,23.0,27.0,-4.0,50.0,10.0,1.0,40.5,1.0,18.0,40.0,45.0,270.0,1.0,1.0,2.0,8.0,65.6,33.0,124.0,3.76,1.0,394.0,75.0,5.2533,58.0,5.5345,1.0,0.6119444444444444,29.0,35.0,82.9,284.0,3.0,0.0,5.0,35.0,129.0,18.0,37.0,2.06,1.0,321.0,2.0,35.0,49.0,2.0,2.0,2.0,4.0,3.0,0.0,4.0,3.0,3.0,0.0,0.0,0.0,2019-11-17 01:00:00,0.3880555555555556,0.0,58.0,5.5344827586206895,75.0,5.253333333333333,6.75,8.114285714285714
111,DET,Home,DAL,11.0,10.0,-1.0,0.0,27.0,35.0,-8.0,62.0,7.5,0.0,46.5,1.0,15.0,26.0,57.7,191.0,2.0,0.0,3.0,18.0,106.4,28.0,121.0,4.32,2.0,312.0,57.0,5.4737,71.0,7.169,0.0,0.485,29.0,46.0,63.0,434.0,3.0,0.0,1.0,10.0,115.7,24.0,75.0,3.13,1.0,509.0,1.0,89.0,45.0,4.0,3.0,3.0,0.0,0.0,0.0,4.0,3.0,3.0,2.0,2.0,0.0,2019-11-17 01:00:00,0.515,1.0,71.0,7.169014084507042,57.0,5.473684210526316,7.346153846153846,9.434782608695652
112,HOU,Away,BAL,11.0,10.0,-1.0,0.0,7.0,41.0,-34.0,48.0,4.0,0.0,51.0,-1.0,18.0,30.0,60.0,110.0,0.0,1.0,7.0,59.0,53.5,20.0,122.0,6.1,1.0,232.0,57.0,4.0702,64.0,7.6719,2.0,0.39472222222222225,20.0,27.0,74.1,235.0,4.0,0.0,0.0,0.0,139.7,37.0,256.0,6.92,1.0,491.0,0.0,60.0,65.0,1.0,1.0,1.0,1.0,0.0,0.0,5.0,5.0,5.0,3.0,2.0,0.0,2019-11-17 01:00:00,0.6052777777777778,1.0,64.0,7.671875,57.0,4.0701754385964914,3.6666666666666665,8.703703703703704
113,JAX,Away,IND,11.0,10.0,-1.0,0.0,13.0,33.0,-20.0,46.0,2.5,0.0,41.5,1.0,33.0,47.0,70.2,279.0,2.0,1.0,2.0,17.0,90.6,9.0,29.0,3.22,0.0,308.0,58.0,5.3103,63.0,6.1746,1.0,0.4355555555555556,15.0,24.0,62.5,125.0,1.0,1.0,3.0,23.0,72.4,36.0,264.0,7.33,3.0,389.0,2.0,81.0,20.0,2.0,1.0,1.0,1.0,0.0,0.0,4.0,4.0,4.0,1.0,1.0,0.0,2019-11-17 01:00:00,0.5644444444444444,1.0,63.0,6.174603174603175,58.0,5.310344827586207,5.9361702127659575,5.208333333333333
114,MIA,Home,BUF,11.0,10.0,-1.0,0.0,20.0,37.0,-17.0,57.0,7.0,0.0,41.5,1.0,32.0,45.0,71.1,280.0,0.0,0.0,7.0,43.0,87.3,13.0,23.0,1.77,2.0,303.0,65.0,4.6615,67.0,6.3284,1.0,0.4975,21.0,33.0,63.6,256.0,3.0,0.0,0.0,0.0,117.7,34.0,168.0,4.94,1.0,424.0,0.0,44.0,50.0,3.0,2.0,2.0,0.0,0.0,0.0,4.0,4.0,4.0,3.0,3.0,0.0,2019-11-17 01:00:00,0.5025,1.0,67.0,6.3283582089552235,65.0,4.661538461538462,6.222222222222222,7.757575757575758
115,NYJ,Away,WAS,11.0,10.0,1.0,0.0,34.0,17.0,17.0,51.0,1.0,1.0,37.5,1.0,19.0,31.0,61.3,285.0,4.0,1.0,2.0,8.0,117.6,33.0,115.0,3.48,1.0,400.0,66.0,6.0606,61.0,3.6885,2.0,0.5386111111111112,19.0,35.0,54.3,171.0,2.0,1.0,6.0,43.0,74.8,20.0,54.0,2.7,0.0,225.0,1.0,55.0,66.0,5.0,5.0,4.0,1.0,0.0,0.0,2.0,0.0,0.0,2.0,1.0,0.0,2019-11-17 01:00:00,0.46138888888888885,0.0,61.0,3.6885245901639343,66.0,6.0606060606060606,9.193548387096774,4.885714285714286
116,PHI,Home,NWE,11.0,10.0,-1.0,0.0,10.0,17.0,-7.0,27.0,4.5,0.0,45.0,-1.0,20.0,40.0,50.0,174.0,1.0,0.0,5.0,40.0,70.2,21.0,81.0,3.86,0.0,255.0,66.0,3.8636,71.0,4.1972,1.0,0.5263888888888889,27.0,48.0,56.3,224.0,1.0,0.0,1.0,7.0,75.3,22.0,74.0,3.36,0.0,298.0,0.0,39.0,89.0,1.0,1.0,1.0,1.0,1.0,0.0,1.0,0.0,0.0,3.0,3.0,0.0,2019-11-17 04:25:00,0.4736111111111111,1.0,71.0,4.197183098591549,66.0,3.8636363636363638,4.35,4.666666666666667
117,TAM,Home,NOR,11.0,10.0,-1.0,0.0,17.0,34.0,-17.0,51.0,5.0,0.0,50.5,1.0,30.0,51.0,58.8,298.0,2.0,4.0,2.0,15.0,55.8,8.0,36.0,4.5,0.0,334.0,61.0,5.4754,64.0,5.125,4.0,0.38333333333333336,28.0,35.0,80.0,219.0,3.0,0.0,1.0,9.0,121.3,28.0,109.0,3.89,0.0,328.0,0.0,55.0,76.0,2.0,2.0,2.0,1.0,1.0,0.0,4.0,4.0,4.0,2.0,2.0,0.0,2019-11-17 01:00:00,0.6166666666666667,1.0,64.0,5.125,61.0,5.475409836065574,5.8431372549019605,6.257142857142857
118,PIT,Away,CLE,11.0,10.0,-1.0,0.0,7.0,21.0,-14.0,28.0,3.0,0.0,41.5,-1.0,23.0,44.0,52.3,178.0,1.0,4.0,4.0,43.0,32.2,16.0,58.0,3.63,0.0,236.0,64.0,3.6875,68.0,4.3088,4.0,0.4338888888888889,17.0,32.0,53.1,189.0,2.0,0.0,1.0,4.0,91.8,35.0,104.0,2.97,1.0,293.0,0.0,41.0,121.0,1.0,1.0,1.0,1.0,0.0,0.0,3.0,3.0,3.0,2.0,0.0,0.0,2019-11-14 08:20:00,0.5661111111111111,1.0,68.0,4.3088235294117645,64.0,3.6875,4.045454545454546,5.90625
119,SEA,Away,SFO,10.0,10.0,1.0,1.0,27.0,24.0,3.0,51.0,6.5,1.0,47.0,1.0,24.0,34.0,70.6,189.0,1.0,1.0,5.0,43.0,81.6,34.0,147.0,4.32,1.0,336.0,73.0,4.6027,78.0,3.8718,4.0,0.5886111111111112,24.0,46.0,52.2,215.0,1.0,1.0,5.0,33.0,63.2,27.0,87.0,3.22,0.0,302.0,3.0,75.0,40.0,3.0,3.0,3.0,2.0,2.0,0.0,2.0,1.0,1.0,4.0,3.0,0.0,2019-11-11 08:15:00,0.4113888888888888,0.0,78.0,3.871794871794872,73.0,4.602739726027397,5.5588235294117645,4.673913043478261
120,ATL,Away,NOR,10.0,9.0,1.0,0.0,26.0,9.0,17.0,35.0,14.0,1.0,51.5,-1.0,20.0,35.0,57.1,174.0,2.0,1.0,1.0,8.0,77.6,34.0,143.0,4.21,0.0,317.0,70.0,4.5286,63.0,4.9206,1.0,0.5627777777777778,33.0,46.0,71.7,258.0,0.0,0.0,6.0,46.0,85.2,11.0,52.0,4.73,0.0,310.0,0.0,48.0,90.0,2.0,2.0,2.0,4.0,4.0,0.0,0.0,0.0,0.0,3.0,3.0,0.0,2019-11-10 01:00:00,0.4372222222222222,0.0,63.0,4.920634920634921,70.0,4.5285714285714285,4.9714285714285715,5.608695652173913
121,BUF,Away,CLE,10.0,9.0,-1.0,0.0,16.0,19.0,-3.0,35.0,3.0,0.0,42.0,-1.0,22.0,41.0,53.7,260.0,0.0,0.0,1.0,6.0,73.2,20.0,84.0,4.2,2.0,344.0,62.0,5.5484,66.0,5.5758,0.0,0.47055555555555556,26.0,38.0,68.4,221.0,2.0,0.0,2.0,17.0,100.9,26.0,147.0,5.65,0.0,368.0,0.0,40.0,70.0,2.0,2.0,2.0,2.0,0.0,1.0,2.0,2.0,1.0,2.0,2.0,0.0,2019-11-10 01:00:00,0.5294444444444444,1.0,66.0,5.575757575757576,62.0,5.548387096774194,6.341463414634147,5.815789473684211
122,CAR,Away,GNB,10.0,9.0,-1.0,0.0,16.0,24.0,-8.0,40.0,5.0,0.0,49.0,-1.0,28.0,43.0,65.1,281.0,1.0,1.0,3.0,26.0,81.6,23.0,120.0,5.22,1.0,401.0,69.0,5.8116,58.0,6.6897,2.0,0.4772222222222222,17.0,29.0,58.6,225.0,0.0,0.0,2.0,8.0,83.3,27.0,163.0,6.04,3.0,388.0,0.0,46.0,64.0,2.0,1.0,1.0,1.0,1.0,0.0,3.0,3.0,3.0,1.0,1.0,0.0,2019-11-10 04:25:00,0.5227777777777778,1.0,58.0,6.689655172413793,69.0,5.811594202898551,6.534883720930233,7.758620689655173
123,CIN,Home,BAL,10.0,9.0,-1.0,0.0,13.0,49.0,-36.0,62.0,10.5,0.0,44.0,1.0,16.0,30.0,53.3,150.0,1.0,1.0,2.0,17.0,64.6,40.0,157.0,3.93,0.0,307.0,72.0,4.2639,46.0,8.2391,3.0,0.6030555555555556,18.0,22.0,81.8,243.0,3.0,1.0,1.0,0.0,133.3,23.0,136.0,5.91,2.0,379.0,1.0,5.0,35.0,1.0,1.0,1.0,2.0,2.0,0.0,7.0,7.0,7.0,0.0,0.0,0.0,2019-11-10 01:00:00,0.39694444444444443,1.0,46.0,8.23913043478261,72.0,4.263888888888889,5.0,11.045454545454545
124,ARI,Away,TAM,10.0,10.0,-1.0,0.0,27.0,30.0,-3.0,57.0,5.5,1.0,51.0,1.0,28.0,45.0,62.2,342.0,3.0,1.0,2.0,8.0,98.6,18.0,75.0,4.17,0.0,417.0,65.0,6.4154,78.0,5.859,2.0,0.39916666666666667,30.0,48.0,62.5,339.0,1.0,2.0,4.0,19.0,73.2,26.0,118.0,4.54,2.0,457.0,3.0,87.0,94.0,3.0,3.0,3.0,2.0,2.0,0.0,3.0,3.0,3.0,3.0,3.0,0.0,2019-11-10 01:00:00,0.6008333333333333,0.0,78.0,5.858974358974359,65.0,6.415384615384616,7.6,7.0625
125,DET,Away,CHI,10.0,9.0,-1.0,0.0,13.0,20.0,-7.0,33.0,6.0,0.0,38.0,-1.0,27.0,46.0,58.7,259.0,1.0,1.0,2.0,10.0,72.6,27.0,98.0,3.63,0.0,357.0,75.0,4.76,52.0,4.3462,1.0,0.5316666666666667,16.0,23.0,69.6,145.0,3.0,0.0,5.0,28.0,125.9,24.0,81.0,3.38,0.0,226.0,0.0,76.0,57.0,1.0,1.0,1.0,2.0,2.0,0.0,3.0,3.0,2.0,0.0,0.0,0.0,2019-11-10 01:00:00,0.46833333333333327,1.0,52.0,4.346153846153846,75.0,4.76,5.630434782608695,6.304347826086956
126,MIA,Away,IND,10.0,9.0,1.0,0.0,16.0,12.0,4.0,28.0,11.0,1.0,44.5,-1.0,21.0,33.0,63.6,159.0,0.0,1.0,3.0,10.0,62.6,26.0,70.0,2.69,1.0,229.0,62.0,3.6935,69.0,4.3478,2.0,0.5244444444444445,18.0,39.0,46.2,191.0,1.0,3.0,1.0,13.0,37.4,29.0,109.0,3.76,0.0,300.0,3.0,30.0,25.0,1.0,1.0,1.0,3.0,3.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,2019-11-10 04:05:00,0.4755555555555555,0.0,69.0,4.3478260869565215,62.0,3.693548387096774,4.818181818181818,4.897435897435898
127,MIN,Away,DAL,10.0,10.0,1.0,0.0,28.0,24.0,4.0,52.0,3.5,1.0,48.5,1.0,23.0,32.0,71.9,211.0,2.0,0.0,1.0,9.0,110.3,36.0,153.0,4.25,1.0,364.0,69.0,5.2754,70.0,6.3286,0.0,0.5575,28.0,47.0,59.6,393.0,3.0,1.0,1.0,4.0,99.0,22.0,50.0,2.27,0.0,443.0,1.0,35.0,39.0,3.0,2.0,2.0,2.0,2.0,0.0,3.0,3.0,3.0,2.0,1.0,0.0,2019-11-10 08:20:00,0.4425,0.0,70.0,6.328571428571428,69.0,5.27536231884058,6.59375,8.361702127659575
128,NYJ,Home,NYG,10.0,9.0,1.0,0.0,34.0,27.0,7.0,61.0,3.0,1.0,43.0,1.0,19.0,30.0,63.3,218.0,1.0,0.0,2.0,12.0,96.2,29.0,76.0,2.62,2.0,294.0,61.0,4.8197,63.0,4.4603,0.0,0.5122222222222222,26.0,40.0,65.0,258.0,4.0,0.0,6.0,50.0,116.5,17.0,23.0,1.35,0.0,281.0,2.0,54.0,62.0,4.0,4.0,4.0,3.0,2.0,0.0,4.0,2.0,1.0,0.0,0.0,0.0,2019-11-10 01:00:00,0.48777777777777775,0.0,63.0,4.4603174603174605,61.0,4.819672131147541,7.266666666666667,6.45
129,TEN,Home,KAN,10.0,10.0,1.0,0.0,35.0,32.0,3.0,67.0,5.0,1.0,49.0,1.0,13.0,19.0,68.4,146.0,2.0,0.0,4.0,35.0,126.2,26.0,225.0,8.65,2.0,371.0,49.0,7.5714,78.0,6.7949,1.0,0.3688888888888889,36.0,51.0,70.6,433.0,3.0,0.0,2.0,13.0,115.9,25.0,97.0,3.88,0.0,530.0,1.0,64.0,80.0,5.0,4.0,3.0,0.0,0.0,0.0,3.0,3.0,2.0,5.0,4.0,0.0,2019-11-10 01:00:00,0.6311111111111112,0.0,78.0,6.794871794871795,49.0,7.571428571428571,7.684210526315789,8.490196078431373
130,PIT,Home,LAR,10.0,9.0,1.0,0.0,17.0,12.0,5.0,29.0,4.0,1.0,43.0,-1.0,22.0,38.0,57.9,231.0,1.0,0.0,3.0,11.0,84.4,27.0,42.0,1.56,0.0,273.0,68.0,4.0147,69.0,4.4348,2.0,0.5277777777777778,22.0,42.0,52.4,218.0,0.0,3.0,4.0,25.0,37.6,23.0,88.0,3.83,0.0,306.0,4.0,107.0,95.0,2.0,2.0,2.0,1.0,1.0,0.0,1.0,1.0,1.0,2.0,1.0,1.0,2019-11-10 04:25:00,0.4722222222222222,0.0,69.0,4.434782608695652,68.0,4.014705882352941,6.078947368421052,5.190476190476191
131,OAK,Home,LAC,10.0,9.0,1.0,0.0,26.0,24.0,2.0,50.0,1.0,1.0,49.0,1.0,21.0,31.0,67.7,200.0,1.0,0.0,3.0,18.0,96.2,21.0,78.0,3.71,1.0,278.0,55.0,5.0545,66.0,4.7727,0.0,0.4305555555555556,17.0,31.0,54.8,169.0,2.0,3.0,5.0,38.0,52.4,30.0,146.0,4.87,1.0,315.0,3.0,97.0,70.0,3.0,3.0,2.0,3.0,2.0,0.0,3.0,3.0,3.0,1.0,1.0,0.0,2019-11-07 08:20:00,0.5694444444444444,0.0,66.0,4.7727272727272725,55.0,5.054545454545455,6.451612903225806,5.451612903225806
132,NYG,Home,DAL,9.0,9.0,-1.0,0.0,18.0,37.0,-19.0,55.0,6.5,0.0,48.5,1.0,26.0,41.0,63.4,171.0,1.0,1.0,5.0,39.0,70.3,22.0,100.0,4.55,0.0,271.0,68.0,3.9853,65.0,6.6,3.0,0.5322222222222223,22.0,35.0,62.9,257.0,3.0,1.0,0.0,0.0,101.7,30.0,172.0,5.73,0.0,429.0,2.0,71.0,104.0,1.0,1.0,0.0,4.0,4.0,0.0,4.0,4.0,4.0,4.0,3.0,0.0,2019-11-04 08:15:00,0.46777777777777774,1.0,65.0,6.6,68.0,3.985294117647059,4.170731707317073,7.3428571428571425
133,CHI,Away,PHI,9.0,8.0,-1.0,0.0,14.0,22.0,-8.0,36.0,5.0,0.0,41.0,-1.0,10.0,21.0,47.6,102.0,0.0,0.0,3.0,23.0,62.0,18.0,62.0,3.44,2.0,164.0,42.0,3.9048,78.0,4.7821,1.0,0.3283333333333333,26.0,39.0,66.7,227.0,1.0,0.0,4.0,12.0,90.4,35.0,146.0,4.17,1.0,373.0,0.0,70.0,75.0,2.0,2.0,2.0,0.0,0.0,0.0,2.0,2.0,1.0,3.0,3.0,0.0,2019-11-03 01:00:00,0.6716666666666666,1.0,78.0,4.782051282051282,42.0,3.9047619047619047,4.857142857142857,5.82051282051282
134,IND,Away,PIT,9.0,8.0,-1.0,0.0,24.0,26.0,-2.0,50.0,1.0,0.0,39.5,1.0,21.0,31.0,67.7,189.0,3.0,1.0,5.0,38.0,102.8,29.0,139.0,4.79,0.0,328.0,65.0,5.0462,61.0,4.4754,3.0,0.5088888888888888,26.0,35.0,74.3,183.0,1.0,1.0,1.0,8.0,83.4,25.0,90.0,3.6,0.0,273.0,2.0,89.0,70.0,3.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,4.0,4.0,0.0,2019-11-03 01:00:00,0.49111111111111116,1.0,61.0,4.475409836065574,65.0,5.046153846153846,6.096774193548387,5.228571428571429
135,DEN,Home,CLE,9.0,9.0,1.0,0.0,24.0,19.0,5.0,43.0,4.0,1.0,39.0,1.0,12.0,20.0,60.0,175.0,2.0,0.0,3.0,18.0,121.9,20.0,127.0,6.35,1.0,302.0,43.0,7.0233,73.0,4.8082,1.0,0.4083333333333334,27.0,42.0,64.3,261.0,1.0,0.0,2.0,12.0,89.5,29.0,90.0,3.1,0.0,351.0,0.0,55.0,40.0,3.0,3.0,3.0,1.0,1.0,0.0,1.0,1.0,1.0,4.0,4.0,0.0,2019-11-03 04:25:00,0.5916666666666666,0.0,73.0,4.808219178082192,43.0,7.023255813953488,8.75,6.214285714285714
136,DET,Away,OAK,9.0,8.0,-1.0,0.0,24.0,31.0,-7.0,55.0,2.5,0.0,51.5,1.0,26.0,41.0,63.4,383.0,3.0,1.0,2.0,23.0,108.1,19.0,90.0,4.74,0.0,473.0,62.0,7.629,68.0,6.6176,2.0,0.4527777777777778,20.0,31.0,64.5,279.0,2.0,0.0,1.0,10.0,114.9,36.0,171.0,4.75,2.0,450.0,0.0,35.0,96.0,3.0,3.0,3.0,1.0,1.0,0.0,4.0,4.0,4.0,2.0,1.0,0.0,2019-11-03 04:05:00,0.5472222222222223,1.0,68.0,6.617647058823529,62.0,7.629032258064516,9.341463414634147,9.0
137,HOU,Away,JAX,9.0,9.0,1.0,0.0,26.0,3.0,23.0,29.0,1.0,1.0,46.0,-1.0,22.0,28.0,78.6,194.0,2.0,0.0,1.0,7.0,119.3,34.0,216.0,6.35,1.0,410.0,63.0,6.5079,66.0,5.3939,1.0,0.5425,27.0,47.0,57.4,282.0,0.0,2.0,4.0,27.0,57.2,15.0,74.0,4.93,0.0,356.0,4.0,60.0,34.0,3.0,3.0,2.0,3.0,2.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2019-11-03 09:30:00,0.4575,0.0,66.0,5.393939393939394,63.0,6.507936507936508,6.928571428571429,6.0
138,KAN,Home,MIN,9.0,9.0,1.0,0.0,26.0,23.0,3.0,49.0,5.5,1.0,46.0,1.0,25.0,35.0,71.4,230.0,1.0,0.0,5.0,45.0,98.5,18.0,147.0,8.17,1.0,377.0,58.0,6.5,66.0,4.6667,1.0,0.53,19.0,38.0,50.0,212.0,3.0,0.0,1.0,8.0,93.3,27.0,96.0,3.56,0.0,308.0,0.0,25.0,25.0,2.0,2.0,2.0,4.0,4.0,0.0,3.0,3.0,2.0,1.0,1.0,0.0,2019-11-03 01:00:00,0.47,0.0,66.0,4.666666666666667,58.0,6.5,6.571428571428571,5.578947368421052
139,MIA,Home,NYJ,9.0,8.0,1.0,0.0,26.0,18.0,8.0,44.0,3.5,1.0,42.5,1.0,24.0,36.0,66.7,266.0,3.0,0.0,4.0,22.0,116.2,24.0,50.0,2.08,0.0,316.0,64.0,4.9375,63.0,5.0952,0.0,0.5205555555555557,27.0,39.0,69.2,238.0,1.0,1.0,3.0,22.0,83.1,21.0,83.0,3.95,0.0,321.0,1.0,51.0,105.0,3.0,3.0,3.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,3.0,1.0,2019-11-03 01:00:00,0.47944444444444434,0.0,63.0,5.095238095238095,64.0,4.9375,7.388888888888889,6.102564102564102
140,TEN,Away,CAR,9.0,9.0,-1.0,0.0,20.0,30.0,-10.0,50.0,3.5,0.0,43.0,1.0,27.0,39.0,69.2,310.0,1.0,2.0,4.0,21.0,80.1,21.0,121.0,5.76,2.0,431.0,64.0,6.7344,68.0,5.4412,3.0,0.4452777777777778,17.0,32.0,53.1,214.0,2.0,1.0,3.0,18.0,82.0,33.0,156.0,4.73,2.0,370.0,1.0,99.0,77.0,3.0,2.0,2.0,3.0,0.0,0.0,4.0,4.0,3.0,2.0,1.0,0.0,2019-11-03 01:00:00,0.5547222222222222,1.0,68.0,5.4411764705882355,64.0,6.734375,7.948717948717949,6.6875
141,BAL,Home,NWE,9.0,8.0,1.0,0.0,37.0,20.0,17.0,57.0,3.0,1.0,44.5,1.0,17.0,23.0,73.9,162.0,1.0,0.0,1.0,1.0,107.5,41.0,210.0,5.12,3.0,372.0,65.0,5.7231,65.0,5.2615,2.0,0.6169444444444445,30.0,46.0,65.2,268.0,1.0,1.0,2.0,17.0,78.9,17.0,74.0,4.35,1.0,342.0,2.0,34.0,48.0,5.0,5.0,4.0,1.0,1.0,0.0,2.0,2.0,2.0,2.0,2.0,0.0,2019-11-03 08:20:00,0.3830555555555555,0.0,65.0,5.2615384615384615,65.0,5.723076923076923,7.043478260869565,5.826086956521739
142,LAC,Home,GNB,9.0,9.0,1.0,0.0,26.0,11.0,15.0,37.0,4.0,1.0,50.0,-1.0,21.0,28.0,75.0,283.0,0.0,0.0,2.0,11.0,106.7,38.0,159.0,4.18,2.0,442.0,68.0,6.5,49.0,3.7551,0.0,0.5975,23.0,35.0,65.7,139.0,1.0,0.0,3.0,22.0,82.9,11.0,45.0,4.09,0.0,184.0,0.0,45.0,45.0,2.0,2.0,2.0,5.0,4.0,0.0,1.0,0.0,0.0,1.0,1.0,0.0,2019-11-03 04:25:00,0.40249999999999997,0.0,49.0,3.7551020408163267,68.0,6.5,10.107142857142858,3.9714285714285715
143,TAM,Away,SEA,9.0,8.0,-1.0,1.0,34.0,40.0,-6.0,74.0,4.0,0.0,51.0,1.0,29.0,44.0,65.9,319.0,2.0,0.0,2.0,16.0,102.4,26.0,99.0,3.81,2.0,418.0,72.0,5.8056,68.0,7.2353,1.0,0.5902777777777778,29.0,43.0,67.4,347.0,5.0,0.0,3.0,31.0,130.7,22.0,145.0,6.59,0.0,492.0,1.0,82.0,45.0,4.0,4.0,4.0,3.0,2.0,0.0,5.0,3.0,2.0,4.0,2.0,0.0,2019-11-03 04:05:00,0.4097222222222222,1.0,68.0,7.235294117647059,72.0,5.805555555555555,7.25,8.069767441860465
144,WAS,Away,BUF,9.0,9.0,-1.0,0.0,9.0,24.0,-15.0,33.0,10.5,0.0,37.0,-1.0,15.0,22.0,68.2,116.0,0.0,0.0,4.0,28.0,80.9,23.0,127.0,5.52,0.0,243.0,49.0,4.9592,61.0,4.3934,0.0,0.4702777777777778,14.0,20.0,70.0,146.0,1.0,0.0,2.0,14.0,107.5,39.0,122.0,3.13,2.0,268.0,0.0,15.0,20.0,0.0,0.0,0.0,3.0,3.0,0.0,3.0,3.0,3.0,1.0,1.0,0.0,2019-11-03 01:00:00,0.5297222222222222,1.0,61.0,4.39344262295082,49.0,4.959183673469388,5.2727272727272725,7.3
145,ARI,Home,SFO,9.0,9.0,-1.0,0.0,25.0,28.0,-3.0,53.0,10.5,1.0,43.5,1.0,17.0,24.0,70.8,204.0,2.0,0.0,3.0,37.0,124.3,23.0,153.0,6.65,1.0,357.0,50.0,7.14,69.0,5.9565,0.0,0.4247222222222222,28.0,37.0,75.7,310.0,4.0,0.0,1.0,7.0,136.1,31.0,101.0,3.26,0.0,411.0,0.0,65.0,75.0,3.0,2.0,2.0,1.0,1.0,0.0,4.0,4.0,4.0,0.0,0.0,0.0,2019-10-31 08:20:00,0.5752777777777778,0.0,69.0,5.956521739130435,50.0,7.14,8.5,8.378378378378379
146,MIA,Away,PIT,8.0,7.0,-1.0,0.0,14.0,27.0,-13.0,41.0,14.0,1.0,44.0,-1.0,21.0,34.0,61.8,170.0,2.0,2.0,4.0,20.0,69.5,19.0,60.0,3.16,0.0,230.0,57.0,4.0351,67.0,5.8806,4.0,0.4116666666666667,20.0,36.0,55.6,236.0,2.0,1.0,2.0,15.0,82.6,29.0,158.0,5.45,1.0,394.0,1.0,45.0,70.0,2.0,2.0,2.0,0.0,0.0,0.0,3.0,3.0,3.0,3.0,2.0,0.0,2019-10-28 08:15:00,0.5883333333333334,0.0,67.0,5.880597014925373,57.0,4.035087719298246,5.0,6.555555555555555
147,ATL,Home,SEA,8.0,8.0,-1.0,0.0,20.0,27.0,-7.0,47.0,7.5,1.0,48.5,-1.0,39.0,52.0,75.0,441.0,1.0,1.0,2.0,19.0,98.3,17.0,69.0,4.06,1.0,510.0,71.0,7.1831,55.0,5.8545,3.0,0.5130555555555556,14.0,20.0,70.0,171.0,2.0,0.0,2.0,11.0,129.4,33.0,151.0,4.58,1.0,322.0,0.0,40.0,60.0,2.0,0.0,0.0,4.0,2.0,0.0,3.0,3.0,3.0,2.0,2.0,0.0,2019-10-27 01:00:00,0.4869444444444444,0.0,55.0,5.8545454545454545,71.0,7.183098591549296,8.48076923076923,8.55
