,Unnamed: 0,Unnamed: 0.1,team,opponent,week,home,away,points_for,points_against,over_under,yards_per_play_offense,yards_allowed_per_defensive_play,total_yards,total_yards_allowed,turnovers_lost,sacks,times_sacked,win?,loss?,covered_spread?,opponent_covered_spread?,game_id,total_wins,total_losses,spread,opponent_spread,favorite,underdog,rushing_attempts,rushing_yards,rushing_yards_per_attempt,time_of_possession,penalty_yards,passing_yards_per_attempt,FGA,FGM
217,223,217,BENGALS,RAMS,8,0,1,10,24,48.5,5.0759,8.2456,401,470,0,0,5,0,1,0,1,149,0,8,,,0,1,22.0,104.0,4.73,0.5452777777777778,40.0,5.711538461538463,1.0,1.0
218,224,218,BROWNS,PATRIOTS,8,0,1,13,27,43.0,5.3448,4.8182,310,318,3,3,5,0,1,0,1,150,2,5,10.5,-10.5,0,1,22.0,159.0,7.23,0.4625,85.0,4.870967741935483,2.0,2.0
219,225,219,BRONCOS,COLTS,8,0,1,13,15,41.0,4.4286,5.3,279,318,0,4,3,0,1,1,0,152,2,6,6.0,-6.0,0,1,28.0,113.0,4.04,0.5122222222222222,88.0,5.1875,2.0,2.0
220,226,220,LIONS,GIANTS,8,1,0,31,26,49.0,6.147540983606559,5.441176470588241,375,370,2,3,4,1,0,0,1,154,3,3,-6.5,6.5,1,0,25.0,59.0,2.36,0.4869444444444444,75.0,9.875,2.0,1.0
221,227,221,PACKERS,CHIEFS,8,0,1,31,24,48.0,5.84375,5.81034482758621,374,337,0,2,5,1,0,1,0,153,7,1,-5.0,5.0,1,0,26.0,118.0,4.54,0.5536111111111109,25.0,7.757575757575758,1.0,1.0
222,228,222,TEXANS,RAIDERS,8,1,0,27,24,52.0,5.24324324324324,7.13207547169811,388,378,0,0,3,1,0,0,1,157,5,3,-6.0,6.0,1,0,32.0,130.0,4.06,0.5980555555555556,50.0,6.615384615384616,2.0,2.0
223,229,223,COLTS,BRONCOS,8,1,0,15,13,41.0,5.3,4.42857142857143,318,279,1,3,4,1,0,0,1,152,5,2,-6.0,6.0,1,0,31.0,127.0,4.1,0.4877777777777778,103.0,7.64,4.0,3.0
224,230,224,JAGUARS,JETS,8,1,0,29,15,39.5,5.5571428571428605,4.09615384615385,389,213,1,8,2,1,0,1,0,155,4,4,-7.5,7.5,1,0,34.0,111.0,3.26,0.5558333333333333,70.0,8.176470588235292,3.0,3.0
225,231,225,CHIEFS,PACKERS,8,1,0,24,31,48.0,5.8103,5.8438,337,374,1,5,2,0,1,0,1,153,5,3,5.0,-5.0,0,1,20.0,88.0,4.4,0.4463888888888889,30.0,6.916666666666668,2.0,1.0
226,232,226,CHARGERS,BEARS,8,0,1,17,16,41.0,5.5,5.039,231,388,1,4,1,1,0,1,0,158,3,5,3.5,-3.5,0,1,12.0,36.0,3.0,0.36666666666666653,53.0,6.724137931034483,2.0,1.0
227,233,227,RAMS,BENGALS,8,1,0,24,10,48.5,8.245614035087721,5.0759493670886116,470,401,0,5,0,1,0,1,0,149,5,3,,,0,1,26.0,98.0,3.77,0.4547222222222223,59.0,12.0,1.0,1.0
228,234,228,DOLPHINS,STEELERS,8,0,1,14,27,44.0,4.0351,5.8806,230,394,4,2,4,0,1,1,0,146,0,7,14.0,-14.0,0,1,19.0,60.0,3.16,0.4116666666666667,45.0,5.0,0.0,0.0
229,235,229,VIKINGS,REDSKINS,8,1,0,19,9,42.0,6.47761194029851,5.26829268292683,434,216,1,4,3,1,0,0,1,160,6,2,-17.0,17.0,1,0,38.0,161.0,4.24,0.61,74.0,10.5,4.0,4.0
230,236,230,SAINTS,CARDINALS,8,1,0,31,9,47.5,7.08333333333333,4.83673469387755,510,237,1,4,0,1,0,1,0,151,7,1,-12.5,12.5,1,0,29.0,137.0,4.72,0.6330555555555556,15.0,8.674418604651162,2.0,1.0
231,237,231,PATRIOTS,BROWNS,8,1,0,27,13,43.0,4.81818181818182,5.3448275862069,318,310,0,5,3,1,0,1,0,150,8,0,-10.5,10.5,1,0,27.0,79.0,2.93,0.5375,32.0,6.638888888888888,4.0,2.0
232,238,232,GIANTS,LIONS,8,0,1,26,31,49.0,5.4412,6.1475,370,375,1,4,3,0,1,1,0,154,2,6,6.5,-6.5,0,1,24.0,80.0,3.33,0.5130555555555556,44.0,7.073170731707318,0.0,0.0
233,239,233,JETS,JAGUARS,8,0,1,15,29,39.5,4.0962,5.5571,213,389,3,2,8,0,1,0,1,155,1,6,7.5,-7.5,0,1,14.0,46.0,3.29,0.4441666666666667,83.0,5.566666666666666,0.0,0.0
234,240,234,RAIDERS,TEXANS,8,0,1,24,27,52.0,7.1321,5.2432,378,388,0,3,0,0,1,1,0,157,3,4,6.0,-6.0,0,1,23.0,93.0,4.04,0.4019444444444445,100.0,9.5,1.0,1.0
235,241,235,EAGLES,BILLS,8,0,1,31,13,39.5,5.4559,4.3621,371,253,1,4,3,1,0,1,0,156,4,4,1.5,-1.5,0,1,41.0,218.0,5.32,0.5991666666666667,44.0,6.375,1.0,1.0
236,242,236,STEELERS,DOLPHINS,8,1,0,27,14,44.0,5.88059701492537,4.03508771929825,394,230,1,4,2,1,0,0,1,146,3,4,-14.0,14.0,1,0,29.0,158.0,5.45,0.5883333333333334,70.0,6.5555555555555545,3.0,2.0
237,243,237,SEAHAWKS,FALCONS,8,0,1,27,20,48.5,5.85454545454546,7.1830985915493,322,510,0,2,2,1,0,0,1,147,6,2,-7.5,7.5,1,0,33.0,151.0,4.58,0.4869444444444444,60.0,8.55,2.0,2.0
238,244,238,49ERS,PANTHERS,8,1,0,51,13,41.0,6.15873015873016,3.65079365079365,388,230,1,7,3,1,0,1,0,148,7,0,-4.5,4.5,1,0,38.0,232.0,6.11,0.5502777777777778,31.0,7.090909090909091,1.0,1.0
239,245,239,BUCCANEERS,TITANS,8,0,1,23,27,45.5,5.1184,4.3158,389,246,4,3,3,0,1,0,1,159,2,5,2.5,-2.5,0,1,30.0,106.0,3.53,0.5261111111111112,87.0,6.5813953488372094,3.0,3.0
240,246,240,TITANS,BUCCANEERS,8,1,0,27,23,45.5,4.3157894736842115,5.1184210526315805,246,389,1,3,3,1,0,1,0,159,4,4,-2.5,2.5,1,0,21.0,72.0,3.43,0.4738888888888888,77.0,5.2727272727272725,2.0,2.0
241,247,241,REDSKINS,VIKINGS,8,0,1,9,19,42.0,5.2683,6.4776,216,434,2,3,4,0,1,1,0,160,1,7,17.0,-17.0,0,1,16.0,85.0,5.31,0.39,46.0,6.238095238095237,3.0,3.0
242,248,242,CARDINALS,49ERS,9,1,0,25,28,43.5,7.14,5.9565,357,411,0,1,3,0,1,1,0,145,3,5,10.0,-10.0,0,1,23.0,153.0,6.65,0.4247222222222222,65.0,8.5,1.0,1.0
243,249,243,RAVENS,PATRIOTS,9,1,0,37,20,44.5,5.7231,5.2615,372,342,2,2,1,1,0,1,0,141,6,2,3.0,-3.0,0,1,41.0,210.0,5.12,0.6169444444444445,34.0,7.043478260869565,1.0,1.0
244,250,244,BILLS,REDSKINS,9,1,0,24,9,37.0,4.39344262295082,4.95918367346939,268,243,0,4,2,1,0,1,0,144,6,2,-11.0,11.0,1,0,39.0,122.0,3.13,0.5297222222222222,20.0,7.3,1.0,1.0
245,251,245,PANTHERS,TITANS,9,1,0,30,20,43.0,5.441176470588241,6.734375,370,431,1,4,3,1,0,1,0,140,5,3,-3.5,3.5,1,0,33.0,156.0,4.73,0.5547222222222222,77.0,6.6875,2.0,1.0
246,252,246,BEARS,EAGLES,9,0,1,14,22,41.0,3.9048,4.7821,164,373,1,4,3,0,1,0,1,133,3,5,5.0,-5.0,0,1,18.0,62.0,3.44,0.3283333333333333,70.0,4.857142857142857,0.0,0.0
247,253,247,BROWNS,BRONCOS,9,0,1,19,24,39.0,4.80821917808219,7.02325581395349,351,302,0,3,2,0,1,0,1,135,2,6,-4.0,4.0,1,0,29.0,90.0,3.1,0.5916666666666666,40.0,6.2142857142857135,4.0,4.0
248,254,248,COWBOYS,GIANTS,9,0,1,37,18,48.5,6.6,3.98529411764706,429,271,2,5,0,1,0,1,0,132,5,3,-6.5,6.5,1,0,30.0,172.0,5.73,0.4677777777777778,104.0,7.3428571428571425,4.0,3.0
249,255,249,BRONCOS,BROWNS,9,1,0,24,19,39.0,7.0233,4.8082,302,351,1,2,3,1,0,1,0,135,3,6,4.0,-4.0,0,1,20.0,127.0,6.35,0.4083333333333334,55.0,8.75,1.0,1.0
250,256,250,LIONS,RAIDERS,9,0,1,24,31,51.5,7.629,6.6176,473,450,2,1,2,0,1,0,1,136,3,4,2.5,-2.5,0,1,19.0,90.0,4.74,0.4527777777777778,35.0,9.341463414634148,1.0,1.0
251,257,251,PACKERS,CHARGERS,9,0,1,11,26,50.0,3.75510204081633,6.5,184,442,0,2,3,0,1,0,1,142,7,2,-4.0,4.0,1,0,11.0,45.0,4.09,0.4025,45.0,3.971428571428572,1.0,1.0
252,258,252,TEXANS,JAGUARS,9,0,1,26,3,46.0,6.5079,5.3939,410,356,1,4,1,1,0,1,0,137,6,3,,,0,1,34.0,216.0,6.35,0.5425,60.0,6.928571428571429,3.0,2.0
253,259,253,COLTS,STEELERS,9,0,1,24,26,39.5,5.0462,4.4754,328,273,3,1,5,0,1,0,1,134,5,3,1.0,-1.0,0,1,29.0,139.0,4.79,0.5088888888888888,89.0,6.096774193548387,2.0,1.0
254,260,254,JAGUARS,TEXANS,9,1,0,3,26,46.0,5.39393939393939,6.50793650793651,356,410,4,1,4,0,1,0,1,137,4,5,,,0,1,15.0,74.0,4.93,0.4575,34.0,6.0,1.0,1.0
255,261,255,CHIEFS,VIKINGS,9,1,0,26,23,46.0,6.5,4.6667,377,308,1,1,5,1,0,1,0,138,6,3,5.5,-5.5,0,1,18.0,147.0,8.17,0.53,25.0,6.571428571428571,4.0,4.0
256,262,256,CHARGERS,PACKERS,9,1,0,26,11,50.0,6.5,3.7551,442,184,0,3,2,1,0,1,0,142,4,5,4.0,-4.0,0,1,38.0,159.0,4.18,0.5975,45.0,10.107142857142858,5.0,4.0
257,263,257,DOLPHINS,JETS,9,1,0,26,18,42.5,4.9375,5.0952,316,321,0,3,4,1,0,1,0,139,1,7,3.0,-3.0,0,1,24.0,50.0,2.08,0.5205555555555557,51.0,7.388888888888888,2.0,1.0
258,264,258,VIKINGS,CHIEFS,9,0,1,23,26,46.0,4.66666666666667,6.5,308,377,0,5,1,0,1,0,1,138,6,3,-5.5,5.5,1,0,27.0,96.0,3.56,0.47,25.0,5.578947368421051,1.0,1.0
259,265,259,PATRIOTS,RAVENS,9,0,1,20,37,44.5,5.261538461538461,5.7230769230769205,342,372,2,1,2,0,1,0,1,141,8,1,-3.0,3.0,1,0,17.0,74.0,4.35,0.3830555555555555,48.0,5.826086956521738,2.0,2.0
260,266,260,GIANTS,COWBOYS,9,1,0,18,37,48.5,3.9853,6.6,271,429,3,0,5,0,1,0,1,132,2,7,6.5,-6.5,0,1,22.0,100.0,4.55,0.5322222222222223,71.0,4.170731707317073,4.0,4.0
261,267,261,JETS,DOLPHINS,9,0,1,18,26,42.5,5.0952380952380985,4.9375,321,316,1,4,3,0,1,0,1,139,1,7,-3.0,3.0,1,0,21.0,83.0,3.95,0.4794444444444443,105.0,6.102564102564102,4.0,3.0
262,268,262,RAIDERS,LIONS,9,1,0,31,24,51.5,6.617647058823531,7.62903225806452,450,473,0,2,1,1,0,1,0,136,4,4,-2.5,2.5,1,0,36.0,171.0,4.75,0.5472222222222223,96.0,9.0,2.0,1.0
263,269,263,EAGLES,BEARS,9,1,0,22,14,41.0,4.78205128205128,3.9047619047619,373,164,0,3,4,1,0,1,0,133,5,4,-5.0,5.0,1,0,35.0,146.0,4.17,0.6716666666666666,75.0,5.82051282051282,3.0,3.0
264,270,264,STEELERS,COLTS,9,1,0,26,24,39.5,4.4754098360655705,5.0461538461538495,273,328,2,5,1,1,0,1,0,134,4,4,-1.0,1.0,1,0,25.0,90.0,3.6,0.4911111111111112,70.0,5.228571428571429,4.0,4.0
265,271,265,SEAHAWKS,BUCCANEERS,9,1,0,40,34,51.0,7.23529411764706,5.80555555555555,492,418,1,2,3,1,0,1,0,143,7,2,-4.0,4.0,1,0,22.0,145.0,6.59,0.4097222222222222,45.0,8.069767441860465,4.0,2.0
266,272,266,49ERS,CARDINALS,9,0,1,28,25,43.5,5.956521739130441,7.14,411,357,0,3,1,1,0,0,1,145,8,0,-10.0,10.0,1,0,31.0,101.0,3.26,0.5752777777777778,75.0,8.378378378378379,0.0,0.0
267,273,267,BUCCANEERS,SEAHAWKS,9,0,1,34,40,51.0,5.8056,7.2353,418,492,1,3,2,0,1,0,1,143,2,6,4.0,-4.0,0,1,26.0,99.0,3.81,0.5902777777777778,82.0,7.25,3.0,2.0
268,274,268,TITANS,PANTHERS,9,0,1,20,30,43.0,6.7344,5.4412,431,370,3,3,4,0,1,0,1,140,4,5,3.5,-3.5,0,1,21.0,121.0,5.76,0.4452777777777778,99.0,7.94871794871795,3.0,0.0
269,275,269,REDSKINS,BILLS,9,0,1,9,24,37.0,4.9592,4.3934,243,268,0,2,4,0,1,0,1,144,1,8,11.0,-11.0,0,1,23.0,127.0,5.52,0.4702777777777778,15.0,5.2727272727272725,3.0,3.0
270,276,270,CARDINALS,BUCCANEERS,10,0,1,27,30,51.0,6.4154,5.859,417,457,2,4,2,0,1,1,0,124,3,6,5.5,-5.5,0,1,18.0,75.0,4.17,0.39916666666666667,87.0,7.6,2.0,2.0
271,277,271,FALCONS,SAINTS,10,0,1,26,9,51.5,4.5286,4.9206,317,310,1,6,1,1,0,1,0,120,2,7,14.0,-14.0,0,1,34.0,143.0,4.21,0.5627777777777778,48.0,4.971428571428572,4.0,4.0
272,278,272,RAVENS,BENGALS,10,0,1,49,13,44.0,8.23913043478261,4.26388888888889,379,307,1,2,1,1,0,1,0,123,7,2,-10.5,10.5,1,0,23.0,136.0,5.91,0.3969444444444444,35.0,11.045454545454543,0.0,0.0
273,279,273,BILLS,BROWNS,10,0,1,16,19,42.0,5.5484,5.5758,344,368,0,2,1,0,1,0,1,121,6,3,2.5,-2.5,0,1,20.0,84.0,4.2,0.4705555555555556,40.0,6.3414634146341475,2.0,0.0
274,280,274,PANTHERS,PACKERS,10,0,1,16,24,49.0,5.8116,6.6897,401,388,2,2,3,0,1,0,1,122,5,4,4.5,-4.5,0,1,23.0,120.0,5.22,0.4772222222222222,46.0,6.534883720930233,1.0,1.0
275,281,275,BEARS,LIONS,10,1,0,20,13,38.0,4.34615384615385,4.76,226,357,0,2,5,1,0,1,0,125,4,5,-7.0,7.0,1,0,24.0,81.0,3.38,0.4683333333333333,57.0,6.304347826086956,0.0,0.0
276,282,276,BENGALS,RAVENS,10,1,0,13,49,44.0,4.2639,8.2391,307,379,3,1,2,0,1,0,1,123,0,9,10.5,-10.5,0,1,40.0,157.0,3.93,0.6030555555555556,5.0,5.0,2.0,2.0
277,283,277,BROWNS,BILLS,10,1,0,19,16,42.0,5.57575757575758,5.54838709677419,368,344,0,1,2,1,0,1,0,121,3,6,-2.5,2.5,1,0,26.0,147.0,5.65,0.5294444444444444,70.0,5.815789473684211,2.0,2.0
278,284,278,COWBOYS,VIKINGS,10,1,0,24,28,48.5,6.328571428571429,5.27536231884058,443,364,1,1,1,0,1,0,1,127,5,4,-3.5,3.5,1,0,22.0,50.0,2.27,0.4425,39.0,8.361702127659575,2.0,1.0
279,285,279,LIONS,BEARS,10,0,1,13,20,38.0,4.76,4.3462,357,226,1,5,2,0,1,0,1,125,3,5,7.0,-7.0,0,1,27.0,98.0,3.63,0.5316666666666667,76.0,5.630434782608695,2.0,2.0
280,286,280,PACKERS,PANTHERS,10,1,0,24,16,49.0,6.68965517241379,5.81159420289855,388,401,0,3,2,1,0,1,0,122,8,2,-4.5,4.5,1,0,27.0,163.0,6.04,0.5227777777777778,64.0,7.758620689655173,1.0,1.0
281,287,281,COLTS,DOLPHINS,10,1,0,12,16,44.5,4.34782608695652,3.69354838709677,300,229,3,3,1,0,1,0,1,126,5,4,-11.0,11.0,1,0,29.0,109.0,3.76,0.4755555555555555,25.0,4.897435897435898,2.0,2.0
282,288,282,CHIEFS,TITANS,10,0,1,32,35,49.0,6.7948717948718,7.571428571428571,530,371,1,4,2,0,1,0,1,129,6,4,-6.0,6.0,1,0,25.0,97.0,3.88,0.6311111111111112,80.0,8.490196078431373,5.0,4.0
283,289,283,CHARGERS,RAIDERS,10,0,1,24,26,49.0,4.77272727272727,5.05454545454546,315,278,3,3,5,0,1,0,1,131,4,6,-1.0,1.0,1,0,30.0,146.0,4.87,0.5694444444444444,70.0,5.451612903225807,1.0,1.0
284,290,284,RAMS,STEELERS,10,0,1,12,17,43.0,4.43478260869565,4.01470588235294,306,273,4,3,4,0,1,0,1,130,5,4,-4.0,4.0,1,0,23.0,88.0,3.83,0.4722222222222222,95.0,5.190476190476192,2.0,1.0
285,291,285,DOLPHINS,COLTS,10,0,1,16,12,44.5,3.6935,4.3478,229,300,2,1,3,1,0,1,0,126,2,7,11.0,-11.0,0,1,26.0,70.0,2.69,0.5244444444444445,30.0,4.818181818181818,3.0,3.0
286,292,286,VIKINGS,COWBOYS,10,0,1,28,24,48.5,5.2754,6.3286,364,443,0,1,1,1,0,1,0,127,7,3,3.5,-3.5,0,1,36.0,153.0,4.25,0.5575,35.0,6.59375,2.0,2.0
287,293,287,SAINTS,FALCONS,10,1,0,9,26,51.5,4.92063492063492,4.52857142857143,310,317,0,1,6,0,1,0,1,120,7,2,-14.0,14.0,1,0,11.0,52.0,4.73,0.4372222222222222,90.0,5.608695652173912,3.0,3.0
288,294,288,GIANTS,JETS,10,0,1,27,34,43.0,4.46031746031746,4.819672131147541,281,294,2,2,6,0,1,0,1,128,2,8,-3.0,3.0,1,0,17.0,23.0,1.35,0.4877777777777778,62.0,6.45,0.0,0.0
289,295,289,JETS,GIANTS,10,1,0,34,27,43.0,4.8197,4.4603,294,281,0,6,2,1,0,1,0,128,2,7,3.0,-3.0,0,1,29.0,76.0,2.62,0.5122222222222222,54.0,7.2666666666666675,3.0,2.0
290,296,290,RAIDERS,CHARGERS,10,1,0,26,24,49.0,5.0545,4.7727,278,315,0,5,3,1,0,1,0,131,5,4,1.0,-1.0,0,1,21.0,78.0,3.71,0.4305555555555556,97.0,6.451612903225807,3.0,2.0
291,297,291,STEELERS,RAMS,10,1,0,17,12,43.0,4.0147,4.4348,273,306,2,4,3,1,0,1,0,130,5,4,4.0,-4.0,0,1,27.0,42.0,1.56,0.5277777777777778,107.0,6.078947368421053,1.0,1.0
292,298,292,SEAHAWKS,49ERS,10,0,1,27,24,47.0,4.6027,3.8718,336,302,4,5,5,1,0,1,0,119,8,2,6.5,-6.5,0,1,34.0,147.0,4.32,0.5886111111111112,75.0,5.5588235294117645,2.0,2.0
293,299,293,49ERS,SEAHAWKS,10,1,0,24,27,47.0,3.87179487179487,4.6027397260274014,302,336,3,5,5,0,1,0,1,119,8,1,-6.5,6.5,1,0,27.0,87.0,3.22,0.4113888888888888,40.0,4.673913043478262,4.0,3.0
294,300,294,BUCCANEERS,CARDINALS,10,1,0,30,27,51.0,5.85897435897436,6.41538461538462,457,417,3,2,4,1,0,0,1,124,3,6,-5.5,5.5,1,0,26.0,118.0,4.54,0.6008333333333333,94.0,7.0625,3.0,3.0
295,301,295,TITANS,CHIEFS,10,1,0,35,32,49.0,7.5714,6.7949,371,530,1,2,4,1,0,1,0,129,5,5,6.0,-6.0,0,1,26.0,225.0,8.65,0.3688888888888889,64.0,7.684210526315789,0.0,0.0
296,302,296,CARDINALS,49ERS,11,0,1,26,36,44.0,4.2903,6.697,266,442,2,2,4,0,1,0,1,109,3,7,10.0,-10.0,0,1,25.0,135.0,5.4,0.5230555555555556,104.0,3.9696969696969697,2.0,2.0
297,303,297,FALCONS,PANTHERS,11,0,1,29,3,49.0,5.7213,4.9571,349,347,0,5,3,1,0,1,0,106,3,7,4.0,-4.0,0,1,26.0,54.0,2.08,0.523888888888889,20.0,9.21875,4.0,3.0
298,304,298,RAVENS,TEXANS,11,1,0,41,7,51.0,7.671875,4.07017543859649,491,232,0,7,0,1,0,1,0,112,8,2,-4.5,4.5,1,0,37.0,256.0,6.92,0.6052777777777778,65.0,8.703703703703704,3.0,2.0
299,305,299,BILLS,DOLPHINS,11,0,1,37,20,41.5,6.32835820895522,4.66153846153846,424,303,0,7,0,1,0,1,0,114,7,3,-7.0,7.0,1,0,34.0,168.0,4.94,0.5025,50.0,7.757575757575758,3.0,3.0
300,306,300,PANTHERS,FALCONS,11,1,0,3,29,49.0,4.95714285714286,5.72131147540984,347,349,4,3,5,0,1,0,1,106,5,5,-4.0,4.0,1,0,15.0,77.0,5.13,0.476111111111111,68.0,5.4,1.0,1.0
301,307,301,BEARS,RAMS,11,0,1,7,17,40.0,3.6081,5.4423,267,283,1,0,3,0,1,0,1,107,4,6,6.0,-6.0,0,1,24.0,74.0,3.08,0.5455555555555556,25.0,4.1063829787234045,2.0,0.0
302,308,302,BENGALS,RAIDERS,11,0,1,10,17,48.0,4.2414,5.8485,246,386,2,3,5,0,1,1,0,108,0,10,13.0,-13.0,0,1,22.0,173.0,7.86,0.4105555555555556,40.0,2.3548387096774195,2.0,1.0
303,309,303,BROWNS,STEELERS,11,1,0,21,7,41.5,4.30882352941176,3.6875,293,236,0,4,1,1,0,1,0,118,4,6,-3.0,3.0,1,0,35.0,104.0,2.97,0.5661111111111111,121.0,5.90625,2.0,0.0
304,310,304,COWBOYS,LIONS,11,0,1,35,27,46.5,7.1690140845070385,5.47368421052632,509,312,1,3,1,1,0,1,0,111,6,4,-7.5,7.5,1,0,24.0,75.0,3.13,0.515,45.0,9.434782608695652,2.0,2.0
305,311,305,BRONCOS,VIKINGS,11,0,1,23,27,40.5,5.2533,5.5345,394,321,1,5,2,0,1,1,0,110,3,7,10.5,-10.5,0,1,33.0,124.0,3.76,0.6119444444444444,35.0,6.75,4.0,3.0
306,312,306,LIONS,COWBOYS,11,1,0,27,35,46.5,5.4737,7.169,312,509,0,1,3,0,1,0,1,111,3,6,7.5,-7.5,0,1,28.0,121.0,4.32,0.485,89.0,7.346153846153847,0.0,0.0
307,313,307,TEXANS,RAVENS,11,0,1,7,41,51.0,4.0702,7.6719,232,491,2,0,7,0,1,0,1,112,6,4,4.5,-4.5,0,1,20.0,122.0,6.1,0.3947222222222223,60.0,3.6666666666666665,1.0,0.0
308,314,308,COLTS,JAGUARS,11,1,0,33,13,41.5,6.174603174603178,5.31034482758621,389,308,2,2,3,1,0,1,0,113,6,4,-2.5,2.5,1,0,36.0,264.0,7.33,0.5644444444444444,20.0,5.208333333333333,1.0,1.0
309,315,309,JAGUARS,COLTS,11,0,1,13,33,41.5,5.3103,6.1746,308,389,1,3,2,0,1,0,1,113,4,6,2.5,-2.5,0,1,9.0,29.0,3.22,0.4355555555555556,81.0,5.9361702127659575,1.0,0.0
310,316,310,CHIEFS,CHARGERS,11,0,1,24,17,52.5,5.16666666666667,6.0,310,438,1,2,1,1,0,1,0,105,7,4,-6.0,6.0,1,0,27.0,130.0,4.81,0.4827777777777778,102.0,5.625,1.0,1.0
311,317,311,CHARGERS,CHIEFS,11,1,0,17,24,52.5,6.0,5.1667,438,310,4,1,2,0,1,0,1,105,4,7,6.0,-6.0,0,1,19.0,93.0,4.89,0.5172222222222222,60.0,6.634615384615384,4.0,3.0
312,318,312,RAMS,BEARS,11,1,0,17,7,40.0,5.442307692307692,3.6081081081081097,283,267,2,3,0,1,0,1,0,107,6,4,-6.0,6.0,1,0,34.0,110.0,3.24,0.4544444444444444,34.0,9.611111111111109,1.0,1.0
313,319,313,DOLPHINS,BILLS,11,1,0,20,37,41.5,4.6615,6.3284,303,424,1,0,7,0,1,0,1,114,2,8,7.0,-7.0,0,1,13.0,23.0,1.77,0.4975,44.0,6.222222222222222,0.0,0.0
314,320,314,VIKINGS,BRONCOS,11,1,0,27,23,40.5,5.53448275862069,5.25333333333333,321,394,2,2,5,1,0,0,1,110,8,3,-10.5,10.5,1,0,18.0,37.0,2.06,0.3880555555555556,49.0,8.114285714285714,0.0,0.0
315,321,315,SAINTS,BUCCANEERS,11,0,1,34,17,50.5,5.125,5.4754098360655705,328,334,0,2,1,1,0,1,0,117,8,2,-5.0,5.0,1,0,28.0,109.0,3.89,0.6166666666666667,76.0,6.257142857142857,2.0,2.0
316,322,316,PATRIOTS,EAGLES,11,0,1,17,10,45.0,4.19718309859155,3.86363636363636,298,255,0,5,1,1,0,1,0,116,9,1,-4.5,4.5,1,0,22.0,74.0,3.36,0.4736111111111111,89.0,4.666666666666667,3.0,3.0
317,323,317,JETS,REDSKINS,11,0,1,34,17,37.5,6.0606,3.6885,400,225,2,6,2,1,0,1,0,115,3,7,2.5,-2.5,0,1,33.0,115.0,3.48,0.5386111111111112,55.0,9.193548387096774,1.0,0.0
318,324,318,RAIDERS,BENGALS,11,1,0,17,10,48.0,5.8484848484848495,4.24137931034483,386,246,2,5,3,1,0,0,1,108,6,4,-13.0,13.0,1,0,34.0,113.0,3.32,0.5894444444444444,42.0,9.413793103448276,1.0,1.0
319,325,319,EAGLES,PATRIOTS,11,1,0,10,17,45.0,3.8636,4.1972,255,298,1,1,5,0,1,0,1,116,5,5,4.5,-4.5,0,1,21.0,81.0,3.86,0.5263888888888889,39.0,4.35,1.0,1.0
320,326,320,STEELERS,BROWNS,11,0,1,7,21,41.5,3.6875,4.3088,236,293,4,1,4,0,1,0,1,118,5,5,3.0,-3.0,0,1,16.0,58.0,3.63,0.4338888888888889,41.0,4.045454545454546,1.0,0.0
321,327,321,49ERS,CARDINALS,11,1,0,36,26,44.0,6.6969696969697,4.29032258064516,442,266,2,4,2,1,0,1,0,109,9,1,-10.0,10.0,1,0,19.0,34.0,1.79,0.4769444444444444,127.0,9.066666666666666,1.0,1.0
322,328,322,BUCCANEERS,SAINTS,11,1,0,17,34,50.5,5.4754,5.125,334,328,4,1,2,0,1,0,1,117,3,7,5.0,-5.0,0,1,8.0,36.0,4.5,0.38333333333333336,55.0,5.8431372549019605,1.0,1.0
323,329,323,REDSKINS,JETS,11,1,0,17,34,37.5,3.68852459016393,6.06060606060606,225,400,1,2,6,0,1,0,1,115,1,9,-2.5,2.5,1,0,20.0,54.0,2.7,0.4613888888888889,66.0,4.885714285714286,2.0,1.0
324,330,324,FALCONS,BUCCANEERS,12,1,0,22,35,51.5,4.2125,7.19354838709677,337,446,2,0,6,0,1,0,1,102,3,8,-3.5,3.5,1,0,19.0,57.0,3.0,0.5272222222222223,60.0,5.090909090909091,3.0,3.0
325,331,325,RAVENS,RAMS,12,0,1,45,6,47.0,6.4864864864864895,4.60416666666667,480,221,0,2,3,1,0,1,0,91,9,2,-3.5,3.5,1,0,48.0,285.0,5.94,0.6655555555555556,66.0,8.478260869565217,1.0,1.0
326,332,326,BILLS,BRONCOS,12,1,0,20,3,37.0,5.808219178082192,2.91304347826087,424,134,1,4,1,1,0,1,0,95,8,3,-3.5,3.5,1,0,47.0,244.0,5.19,0.5844444444444444,90.0,7.2,2.0,2.0
327,333,327,PANTHERS,SAINTS,12,0,1,31,34,46.0,5.087,7.0847,351,418,1,2,4,0,1,1,0,92,5,6,10.0,-10.0,0,1,29.0,121.0,4.17,0.5258333333333334,25.0,6.388888888888888,3.0,2.0
328,334,328,BEARS,GIANTS,12,1,0,19,14,41.0,4.855072463768121,4.18965517241379,335,243,2,1,2,1,0,0,1,99,5,6,-6.0,6.0,1,0,26.0,65.0,2.5,0.5530555555555555,40.0,6.585365853658537,2.0,2.0
329,335,329,BENGALS,STEELERS,12,1,0,10,16,37.5,4.7843,4.9706,244,338,2,3,4,0,1,0,1,93,0,11,6.5,-6.5,0,1,21.0,86.0,4.1,0.4222222222222222,79.0,6.0769230769230775,1.0,1.0
